"Year","Date","SPECIES","SURVEY_TYPE","STOCK","COUNT","OFFICIAL_ESCAPEMENT","METHOD","JulianDay","Days","FishDays","SumFishDays","EscInd","SumEscape","PercentEscape"
1992,1992-07-25,"Pink Salmon","Aerial","Brown's Peak Creek",4000,5025,"",206,8,22840,37802.5,1305.14285714286,2160.14285714286,0.431806499514535
1992,1992-07-29,"Pink Salmon","Aerial","Brown's Peak Creek",2050,5025,"",210,4,12100,49902.5,691.428571428571,2851.57142857143,0.570021131989263
1992,1992-08-07,"Pink Salmon","Aerial","Brown's Peak Creek",3200,5025,"",219,9,23625,73527.5,1350,4201.57142857143,0.839882346221943
1992,1992-08-14,"Pink Salmon","Aerial","Brown's Peak Creek",230,5025,"",226,7,12005,85532.5,686,4887.57142857143,0.97701182249129
1992,1992-08-31,"Pink Salmon","Aerial","Brown's Peak Creek",0,5025,"",243.5,17.5,2012.5,87545,115,5002.57142857143,1
1992,1992-06-24,"Pink Salmon","Aerial","Bruin River",0,3200,"",175.5,0,0,0,0,0,0
1992,1992-07-12,"Pink Salmon","Aerial","Bruin River",600,3200,"",193,17.5,5250,5250,300,300,0.144628099173554
1992,1992-07-17,"Pink Salmon","Aerial","Bruin River",550,3200,"",198,5,2875,8125,164.285714285714,464.285714285714,0.223829201101928
1992,1992-07-26,"Pink Salmon","Aerial","Bruin River",200,3200,"",207,9,3375,11500,192.857142857143,657.142857142857,0.316804407713499
1992,1992-07-29,"Pink Salmon","Aerial","Bruin River",3200,3200,"",210,3,5100,16600,291.428571428571,948.571428571429,0.457300275482094
1992,1992-08-07,"Pink Salmon","Aerial","Bruin River",400,3200,"",219,9,16200,32800,925.714285714286,1874.28571428571,0.903581267217631
1992,1992-08-24,"Pink Salmon","Aerial","Bruin River",0,3200,"",236.5,17.5,3500,36300,200,2074.28571428571,1
1992,1992-07-27,"Pink Salmon","Aerial","Desire Lake",0,351,"",208.5,0,0,0,0,0,0
1992,1992-08-14,"Pink Salmon","Aerial","Desire Lake",300,351,"",226,17.5,2625,2625,150,150,0.5
1992,1992-08-31,"Pink Salmon","Aerial","Desire Lake",0,351,"",243.5,17.5,2625,5250,150,300,1
1992,1992-07-06,"Pink Salmon","Aerial","Rocky River",0,25448,"",187.5,0,0,0,0,0,0
1992,1992-07-24,"Pink Salmon","Aerial","Rocky River",200,25448,"",205,17.5,1750,1750,100,100,0.00353824846591656
1992,1992-07-30,"Pink Salmon","Aerial","Rocky River",3670,25448,"",211,6,11610,13360,663.428571428571,763.428571428571,0.0270119997169401
1992,1992-08-14,"Pink Salmon","Aerial","Rocky River",13220,25448,"",226,15,126675,140035,7238.57142857143,8002,0.283130642242643
1992,1992-09-09,"Pink Salmon","Aerial","Rocky River",8400,25448,"",252,26,281060,421095,16060.5714285714,24062.5714285714,0.851393564431505
1992,1992-09-26,"Pink Salmon","Aerial","Rocky River",0,25448,"",269.5,17.5,73500,494595,4200,28262.5714285714,1
1992,1992-06-24,"Pink Salmon","Aerial","Sunday Creek",0,2930,"",175.5,0,0,0,0,0,0
1992,1992-07-12,"Pink Salmon","Aerial","Sunday Creek",15,2930,"",193,17.5,131.25,131.25,7.5,7.5,0.00469441588053829
1992,1992-07-17,"Pink Salmon","Aerial","Sunday Creek",50,2930,"",198,5,162.5,293.75,9.28571428571429,16.7857142857143,0.0105065498278714
1992,1992-07-26,"Pink Salmon","Aerial","Sunday Creek",150,2930,"",207,9,900,1193.75,51.4285714285714,68.2142857142857,0.0426968301515626
1992,1992-07-29,"Pink Salmon","Aerial","Sunday Creek",190,2930,"",210,3,510,1703.75,29.1428571428571,97.3571428571429,0.0609379890016542
1992,1992-08-07,"Pink Salmon","Aerial","Sunday Creek",2930,2930,"",219,9,14040,15743.75,802.285714285714,899.642857142857,0.563106362051236
1992,1992-08-14,"Pink Salmon","Aerial","Sunday Creek",160,2930,"",226,7,10815,26558.75,618,1517.64285714286,0.949926230607592
1992,1992-08-31,"Pink Salmon","Aerial","Sunday Creek",0,2930,"",243.5,17.5,1400,27958.75,80,1597.64285714286,1
1992,1992-07-12,"Pink Salmon","Aerial","Thumb Cove",0,386,"",193.5,0,0,0,0,0,0
1992,1992-07-30,"Pink Salmon","Aerial","Thumb Cove",300,386,"",211,17.5,2625,2625,150,150,0.5
1992,1992-08-16,"Pink Salmon","Aerial","Thumb Cove",0,386,"",228.5,17.5,2625,5250,150,300,1
1992,1992-06-29,"Pink Salmon","Ground","Barabara Creek",0,2186,"",180.5,0,0,0,0,0,0
1992,1992-07-17,"Pink Salmon","Ground","Barabara Creek",112,2186,"",198,17.5,980,980,56,56,0.0253459200827622
1992,1992-08-05,"Pink Salmon","Ground","Barabara Creek",1065,2186,"",217,19,11181.5,12161.5,638.942857142857,694.942857142857,0.314535109271951
1992,1992-08-28,"Pink Salmon","Ground","Barabara Creek",704,2186,"",240,23,20343.5,32505,1162.48571428571,1857.42857142857,0.840682788051209
1992,1992-09-14,"Pink Salmon","Ground","Barabara Creek",0,2186,"",257.5,17.5,6160,38665,352,2209.42857142857,1
1992,1992-07-17,"Pink Salmon","Ground","China Poot Creek",0,4116,"",198.5,0,0,0,0,0,0
1992,1992-08-04,"Pink Salmon","Ground","China Poot Creek",32,4116,"",216,17.5,280,280,16,16,0.00356711754607792
1992,1992-08-20,"Pink Salmon","Ground","China Poot Creek",2980,4116,"",232,16,24096,24376,1376.91428571429,1392.91428571429,0.310543061797127
1992,1992-09-04,"Pink Salmon","Ground","China Poot Creek",1955,4116,"",247,15,37012.5,61388.5,2115,3507.91428571429,0.782071412419302
1992,1992-09-21,"Pink Salmon","Ground","China Poot Creek",0,4116,"",264.5,17.5,17106.25,78494.75,977.5,4485.41428571429,1
1992,1992-07-27,"Pink Salmon","Ground","Island Creek",0,12643,"",208.5,0,0,0,0,0,0
1992,1992-08-14,"Pink Salmon","Ground","Island Creek",178,12643,"",226,17.5,1557.5,1557.5,89,89,0.0077811486374247
1992,1992-08-27,"Pink Salmon","Ground","Island Creek",3745,12643,"",239,13,25499.5,27057,1457.11428571429,1546.11428571429,0.135174663680771
1992,1992-09-09,"Pink Salmon","Ground","Island Creek",9755,12643,"",252,13,87750,114807,5014.28571428571,6560.4,0.573566826078214
1992,1992-09-26,"Pink Salmon","Ground","Island Creek",0,12643,"",269.5,17.5,85356.25,200163.25,4877.5,11437.9,1
1992,1992-07-19,"Pink Salmon","Ground","James Lagoon Streams",0,428,"",200.5,0,0,0,0,0,0
1992,1992-08-06,"Pink Salmon","Ground","James Lagoon Streams",197,428,"",218,17.5,1723.75,1723.75,98.5,98.5,0.5
1992,1992-08-23,"Pink Salmon","Ground","James Lagoon Streams",0,428,"",235.5,17.5,1723.75,3447.5,98.5,197,1
1992,1992-06-05,"Sockeye Salmon","Aerial","Aialik Lake",0,2500,"",156.5,0,0,0,0,0,0
1992,1992-06-23,"Sockeye Salmon","Aerial","Aialik Lake",20,2500,"",174,17.5,175,175,10,10,0.00170216904970334
1992,1992-07-01,"Sockeye Salmon","Aerial","Aialik Lake",220,2500,"",182,8,960,1135,54.8571428571429,64.8571428571429,0.0110397821223616
1992,1992-07-06,"Sockeye Salmon","Aerial","Aialik Lake",400,2500,"",187,5,1550,2685,88.5714285714286,153.428571428571,0.0261161365625912
1992,1992-07-12,"Sockeye Salmon","Aerial","Aialik Lake",150,2500,"",193,6,1650,4335,94.2857142857143,247.714285714286,0.0421651590312226
1992,1992-07-30,"Sockeye Salmon","Aerial","Aialik Lake",1750,2500,"",211,18,17100,21435,977.142857142857,1224.85714285714,0.208491391887949
1992,1992-08-27,"Sockeye Salmon","Aerial","Aialik Lake",2500,2500,"",239,28,59500,80935,3400,4624.85714285714,0.787228868787083
1992,1992-09-13,"Sockeye Salmon","Aerial","Aialik Lake",0,2500,"",256.5,17.5,21875,102810,1250,5874.85714285714,1
1992,1992-06-06,"Sockeye Salmon","Aerial","Amakdedori Creek",0,1900,"",157.5,0,0,0,0,0,0
1992,1992-06-24,"Sockeye Salmon","Aerial","Amakdedori Creek",75,1900,"",175,17.5,656.25,656.25,37.5,37.5,0.0117868929750118
1992,1992-06-30,"Sockeye Salmon","Aerial","Amakdedori Creek",350,1900,"",181,6,1275,1931.25,72.8571428571429,110.357142857143,0.0346871421836061
1992,1992-07-03,"Sockeye Salmon","Aerial","Amakdedori Creek",750,1900,"",184,3,1650,3581.25,94.2857142857143,204.642857142857,0.0643227588064929
1992,1992-07-12,"Sockeye Salmon","Aerial","Amakdedori Creek",610,1900,"",193,9,6120,9701.25,349.714285714286,554.357142857143,0.174243955007746
1992,1992-07-17,"Sockeye Salmon","Aerial","Amakdedori Creek",1140,1900,"",198,5,4375,14076.25,250,804.357142857143,0.252823241507824
1992,1992-07-26,"Sockeye Salmon","Aerial","Amakdedori Creek",1900,1900,"",207,9,13680,27756.25,781.714285714286,1586.07142857143,0.498529444781213
1992,1992-08-07,"Sockeye Salmon","Aerial","Amakdedori Creek",1120,1900,"",219,12,18120,45876.25,1035.42857142857,2621.5,0.823982398239824
1992,1992-08-24,"Sockeye Salmon","Aerial","Amakdedori Creek",0,1900,"",236.5,17.5,9800,55676.25,560,3181.5,1
1992,1992-06-24,"Sockeye Salmon","Aerial","Big Kamishak River",0,4600,"",175.5,0,0,0,0,0,0
1992,1992-07-12,"Sockeye Salmon","Aerial","Big Kamishak River",450,4600,"",193,17.5,3937.5,3937.5,225,225,0.0495049504950495
1992,1992-07-26,"Sockeye Salmon","Aerial","Big Kamishak River",4600,4600,"",207,14,35350,39287.5,2020,2245,0.493949394939494
1992,1992-08-12,"Sockeye Salmon","Aerial","Big Kamishak River",0,4600,"",224.5,17.5,40250,79537.5,2300,4545,1
1992,1992-06-05,"Sockeye Salmon","Aerial","Delight Lake",0,5850,"Peak Count",156.5,0,0,0,0,0,0
1992,1992-06-23,"Sockeye Salmon","Aerial","Delight Lake",220,5850,"Peak Count",174,17.5,1925,1925,110,110,0.0167851070323059
1992,1992-06-28,"Sockeye Salmon","Aerial","Delight Lake",100,5850,"Peak Count",179,5,800,2725,45.7142857142857,155.714285714286,0.0237607359288486
1992,1992-07-01,"Sockeye Salmon","Aerial","Delight Lake",1050,5850,"Peak Count",182,3,1725,4450,98.5714285714286,254.285714285714,0.0388019357370188
1992,1992-07-06,"Sockeye Salmon","Aerial","Delight Lake",2150,5850,"Peak Count",187,5,8000,12450,457.142857142857,711.428571428571,0.108558224702446
1992,1992-07-12,"Sockeye Salmon","Aerial","Delight Lake",5850,5850,"Peak Count",193,6,24000,36450,1371.42857142857,2082.85714285714,0.317827091598727
1992,1992-07-24,"Sockeye Salmon","Aerial","Delight Lake",3200,5850,"Peak Count",205,12,54300,90750,3102.85714285714,5185.71428571429,0.791297902951563
1992,1992-07-30,"Sockeye Salmon","Aerial","Delight Lake",1220,5850,"Peak Count",211,6,13260,104010,757.714285714286,5943.42857142857,0.906918951911758
1992,1992-08-16,"Sockeye Salmon","Aerial","Delight Lake",0,5850,"Peak Count",228.5,17.5,10675,114685,610,6553.42857142857,1
1992,1992-07-06,"Sockeye Salmon","Aerial","Delusion Lake",0,1000,"",187.5,0,0,0,0,0,0
1992,1992-07-24,"Sockeye Salmon","Aerial","Delusion Lake",1000,1000,"",205,17.5,8750,8750,500,500,0.26395173453997
1992,1992-07-30,"Sockeye Salmon","Aerial","Delusion Lake",800,1000,"",211,6,5400,14150,308.571428571429,808.571428571429,0.42684766214178
1992,1992-08-14,"Sockeye Salmon","Aerial","Delusion Lake",800,1000,"",226,15,12000,26150,685.714285714286,1494.28571428571,0.788838612368024
1992,1992-08-31,"Sockeye Salmon","Aerial","Delusion Lake",0,1000,"",243.5,17.5,7000,33150,400,1894.28571428571,1
1992,1992-06-05,"Sockeye Salmon","Aerial","Desire Lake",0,11900,"",156.5,0,0,0,0,0,0
1992,1992-06-23,"Sockeye Salmon","Aerial","Desire Lake",740,11900,"",174,17.5,6475,6475,370,370,0.0188117373619988
1992,1992-06-28,"Sockeye Salmon","Aerial","Desire Lake",200,11900,"",179,5,2350,8825,134.285714285714,504.285714285714,0.0256391632771644
1992,1992-07-01,"Sockeye Salmon","Aerial","Desire Lake",3700,11900,"",182,3,5850,14675,334.285714285714,838.571428571429,0.0426350958744916
1992,1992-07-06,"Sockeye Salmon","Aerial","Desire Lake",3600,11900,"",187,5,18250,32925,1042.85714285714,1881.42857142857,0.0956565950029053
1992,1992-07-12,"Sockeye Salmon","Aerial","Desire Lake",6450,11900,"",193,6,30150,63075,1722.85714285714,3604.28571428571,0.183251016850668
1992,1992-07-24,"Sockeye Salmon","Aerial","Desire Lake",11400,11900,"",205,12,107100,170175,6120,9724.28571428571,0.494407321324811
1992,1992-07-30,"Sockeye Salmon","Aerial","Desire Lake",11900,11900,"",211,6,69900,240075,3994.28571428571,13718.5714285714,0.697486926205694
1992,1992-08-16,"Sockeye Salmon","Aerial","Desire Lake",0,11900,"",228.5,17.5,104125,344200,5950,19668.5714285714,1
1992,1992-05-23,"Sockeye Salmon","Aerial","Mikfik Lake",0,7770,"",143.5,0,0,0,0,0,0
1992,1992-06-10,"Sockeye Salmon","Aerial","Mikfik Lake",1500,7770,"",161,17.5,13125,13125,750,750,0.0980282321308537
1992,1992-06-19,"Sockeye Salmon","Aerial","Mikfik Lake",6580,7770,"",170,9,36360,49485,2077.71428571429,2827.71428571429,0.369594443199642
1992,1992-06-24,"Sockeye Salmon","Aerial","Mikfik Lake",5680,7770,"",175,5,30650,80135,1751.42857142857,4579.14285714286,0.598513705280454
1992,1992-06-30,"Sockeye Salmon","Aerial","Mikfik Lake",3280,7770,"",181,6,26880,107015,1536,6115.14285714286,0.799275524684443
1992,1992-07-03,"Sockeye Salmon","Aerial","Mikfik Lake",2200,7770,"",184,3,8220,115235,469.714285714286,6584.85714285714,0.86066920606468
1992,1992-07-12,"Sockeye Salmon","Aerial","Mikfik Lake",1090,7770,"",193,9,14805,130040,846,7430.85714285714,0.971245051908283
1992,1992-07-17,"Sockeye Salmon","Aerial","Mikfik Lake",100,7770,"",198,5,2975,133015,170,7600.85714285714,0.99346478452461
1992,1992-08-03,"Sockeye Salmon","Aerial","Mikfik Lake",0,7770,"",215.5,17.5,875,133890,50,7650.85714285714,1
1992,1992-05-15,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",135.5,0,0,0,0,0,0
1992,1992-06-02,"Sockeye Salmon","Weir","Bear Lake",1,1921,"",153,17.5,8.75,8.75,0.5,0.5,0.00448775484036415
1992,1992-06-03,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",154,1,0.5,9.25,0.0285714285714286,0.528571428571429,0.00474419797409924
1992,1992-06-04,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",155,1,0,9.25,0,0.528571428571429,0.00474419797409924
1992,1992-06-05,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",156,1,0,9.25,0,0.528571428571429,0.00474419797409924
1992,1992-06-06,"Sockeye Salmon","Weir","Bear Lake",1,1921,"",157,1,0.5,9.75,0.0285714285714286,0.557142857142857,0.00500064110783434
1992,1992-06-07,"Sockeye Salmon","Weir","Bear Lake",1,1921,"",158,1,1,10.75,0.0571428571428571,0.614285714285714,0.00551352737530453
1992,1992-06-08,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",159,1,0.5,11.25,0.0285714285714286,0.642857142857143,0.00576997050903962
1992,1992-06-09,"Sockeye Salmon","Weir","Bear Lake",3,1921,"",160,1,1.5,12.75,0.0857142857142857,0.728571428571429,0.0065392999102449
1992,1992-06-10,"Sockeye Salmon","Weir","Bear Lake",3,1921,"",161,1,3,15.75,0.171428571428571,0.9,0.00807795871265547
1992,1992-06-11,"Sockeye Salmon","Weir","Bear Lake",8,1921,"",162,1,5.5,21.25,0.314285714285714,1.21428571428571,0.0108988331837415
1992,1992-06-12,"Sockeye Salmon","Weir","Bear Lake",9,1921,"",163,1,8.5,29.75,0.485714285714286,1.7,0.0152583664572381
1992,1992-06-13,"Sockeye Salmon","Weir","Bear Lake",12,1921,"",164,1,10.5,40.25,0.6,2.3,0.0206436722656751
1992,1992-06-14,"Sockeye Salmon","Weir","Bear Lake",25,1921,"",165,1,18.5,58.75,1.05714285714286,3.35714285714286,0.0301320682138736
1992,1992-06-15,"Sockeye Salmon","Weir","Bear Lake",17,1921,"",166,1,21,79.75,1.2,4.55714285714286,0.0409026798307475
1992,1992-06-16,"Sockeye Salmon","Weir","Bear Lake",31,1921,"",167,1,24,103.75,1.37142857142857,5.92857142857143,0.0532119502500321
1992,1992-06-17,"Sockeye Salmon","Weir","Bear Lake",22,1921,"",168,1,26.5,130.25,1.51428571428571,7.44285714285714,0.066803436337992
1992,1992-06-18,"Sockeye Salmon","Weir","Bear Lake",18,1921,"",169,1,20,150.25,1.14285714285714,8.58571428571429,0.0770611616873958
1992,1992-06-19,"Sockeye Salmon","Weir","Bear Lake",36,1921,"",170,1,27,177.25,1.54285714285714,10.1285714285714,0.0909090909090909
1992,1992-06-20,"Sockeye Salmon","Weir","Bear Lake",18,1921,"",171,1,27,204.25,1.54285714285714,11.6714285714286,0.104757020130786
1992,1992-06-21,"Sockeye Salmon","Weir","Bear Lake",47,1921,"",172,1,32.5,236.75,1.85714285714286,13.5285714285714,0.121425823823567
1992,1992-06-22,"Sockeye Salmon","Weir","Bear Lake",41,1921,"",173,1,44,280.75,2.51428571428571,16.0428571428571,0.143992819592255
1992,1992-06-23,"Sockeye Salmon","Weir","Bear Lake",47,1921,"",174,1,44,324.75,2.51428571428571,18.5571428571429,0.166559815360944
1992,1992-06-24,"Sockeye Salmon","Weir","Bear Lake",56,1921,"",175,1,51.5,376.25,2.94285714285714,21.5,0.192973458135658
1992,1992-06-25,"Sockeye Salmon","Weir","Bear Lake",43,1921,"",176,1,49.5,425.75,2.82857142857143,24.3285714285714,0.218361328375433
1992,1992-06-26,"Sockeye Salmon","Weir","Bear Lake",35,1921,"",177,1,39,464.75,2.22857142857143,26.5571428571429,0.23836389280677
1992,1992-06-27,"Sockeye Salmon","Weir","Bear Lake",41,1921,"",178,1,38,502.75,2.17142857142857,28.7285714285714,0.257853570970637
1992,1992-06-28,"Sockeye Salmon","Weir","Bear Lake",63,1921,"",179,1,52,554.75,2.97142857142857,31.7,0.284523656879087
1992,1992-06-29,"Sockeye Salmon","Weir","Bear Lake",35,1921,"",180,1,49,603.75,2.8,34.5,0.309655083985126
1992,1992-06-30,"Sockeye Salmon","Weir","Bear Lake",77,1921,"",181,1,56,659.75,3.2,37.7,0.338376714963457
1992,1992-07-01,"Sockeye Salmon","Weir","Bear Lake",44,1921,"",182,1,60.5,720.25,3.45714285714286,41.1571428571429,0.369406334145403
1992,1992-07-02,"Sockeye Salmon","Weir","Bear Lake",63,1921,"",183,1,53.5,773.75,3.05714285714286,44.2142857142857,0.396845749455058
1992,1992-07-03,"Sockeye Salmon","Weir","Bear Lake",35,1921,"",184,1,49,822.75,2.8,47.0142857142857,0.421977176561098
1992,1992-07-04,"Sockeye Salmon","Weir","Bear Lake",42,1921,"",185,1,38.5,861.25,2.2,49.2142857142857,0.4417232978587
1992,1992-07-05,"Sockeye Salmon","Weir","Bear Lake",47,1921,"",186,1,44.5,905.75,2.54285714285714,51.7571428571429,0.464546736761123
1992,1992-07-06,"Sockeye Salmon","Weir","Bear Lake",56,1921,"",187,1,51.5,957.25,2.94285714285714,54.7,0.490960379535838
1992,1992-07-07,"Sockeye Salmon","Weir","Bear Lake",38,1921,"",188,1,47,1004.25,2.68571428571429,57.3857142857143,0.515066034106937
1992,1992-07-08,"Sockeye Salmon","Weir","Bear Lake",39,1921,"",189,1,38.5,1042.75,2.2,59.5857142857143,0.534812155404539
1992,1992-07-09,"Sockeye Salmon","Weir","Bear Lake",45,1921,"",190,1,42,1084.75,2.4,61.9857142857143,0.556353378638287
1992,1992-07-10,"Sockeye Salmon","Weir","Bear Lake",45,1921,"",191,1,45,1129.75,2.57142857142857,64.5571428571429,0.579433260674445
1992,1992-07-11,"Sockeye Salmon","Weir","Bear Lake",45,1921,"",192,1,45,1174.75,2.57142857142857,67.1285714285714,0.602513142710604
1992,1992-07-12,"Sockeye Salmon","Weir","Bear Lake",23,1921,"",193,1,34,1208.75,1.94285714285714,69.0714285714286,0.61995127580459
1992,1992-07-13,"Sockeye Salmon","Weir","Bear Lake",25,1921,"",194,1,24,1232.75,1.37142857142857,70.4428571428571,0.632260546223875
1992,1992-07-14,"Sockeye Salmon","Weir","Bear Lake",34,1921,"",195,1,29.5,1262.25,1.68571428571429,72.1285714285714,0.647390691114245
1992,1992-07-15,"Sockeye Salmon","Weir","Bear Lake",27,1921,"",196,1,30.5,1292.75,1.74285714285714,73.8714285714286,0.663033722272086
1992,1992-07-16,"Sockeye Salmon","Weir","Bear Lake",26,1921,"",197,1,26.5,1319.25,1.51428571428571,75.3857142857143,0.676625208360046
1992,1992-07-17,"Sockeye Salmon","Weir","Bear Lake",22,1921,"",198,1,24,1343.25,1.37142857142857,76.7571428571429,0.688934478779331
1992,1992-07-18,"Sockeye Salmon","Weir","Bear Lake",25,1921,"",199,1,23.5,1366.75,1.34285714285714,78.1,0.70098730606488
1992,1992-07-19,"Sockeye Salmon","Weir","Bear Lake",28,1921,"",200,1,26.5,1393.25,1.51428571428571,79.6142857142857,0.71457879215284
1992,1992-07-20,"Sockeye Salmon","Weir","Bear Lake",18,1921,"",201,1,23,1416.25,1.31428571428571,80.9285714285714,0.726375176304654
1992,1992-07-21,"Sockeye Salmon","Weir","Bear Lake",13,1921,"",202,1,15.5,1431.75,0.885714285714286,81.8142857142857,0.734324913450442
1992,1992-07-22,"Sockeye Salmon","Weir","Bear Lake",17,1921,"",203,1,15,1446.75,0.857142857142857,82.6714285714286,0.742018207462495
1992,1992-07-23,"Sockeye Salmon","Weir","Bear Lake",28,1921,"",204,1,22.5,1469.25,1.28571428571429,83.9571428571429,0.753558148480574
1992,1992-07-24,"Sockeye Salmon","Weir","Bear Lake",29,1921,"",205,1,28.5,1497.75,1.62857142857143,85.5857142857143,0.768175407103475
1992,1992-07-25,"Sockeye Salmon","Weir","Bear Lake",28,1921,"",206,1,28.5,1526.25,1.62857142857143,87.2142857142857,0.782792665726375
1992,1992-07-26,"Sockeye Salmon","Weir","Bear Lake",23,1921,"",207,1,25.5,1551.75,1.45714285714286,88.6714285714286,0.795871265546865
1992,1992-07-27,"Sockeye Salmon","Weir","Bear Lake",27,1921,"",208,1,25,1576.75,1.42857142857143,90.1,0.80869342223362
1992,1992-07-28,"Sockeye Salmon","Weir","Bear Lake",35,1921,"",209,1,31,1607.75,1.77142857142857,91.8714285714286,0.824592896525196
1992,1992-07-29,"Sockeye Salmon","Weir","Bear Lake",13,1921,"",210,1,24,1631.75,1.37142857142857,93.2428571428572,0.83690216694448
1992,1992-07-30,"Sockeye Salmon","Weir","Bear Lake",26,1921,"",211,1,19.5,1651.25,1.11428571428571,94.3571428571429,0.846903449160149
1992,1992-07-31,"Sockeye Salmon","Weir","Bear Lake",37,1921,"",212,1,31.5,1682.75,1.8,96.1571428571429,0.86305936658546
1992,1992-08-01,"Sockeye Salmon","Weir","Bear Lake",46,1921,"",213,1,41.5,1724.25,2.37142857142857,98.5285714285714,0.884344146685472
1992,1992-08-02,"Sockeye Salmon","Weir","Bear Lake",25,1921,"",214,1,35.5,1759.75,2.02857142857143,100.557142857143,0.902551609180664
1992,1992-08-03,"Sockeye Salmon","Weir","Bear Lake",25,1921,"",215,1,25,1784.75,1.42857142857143,101.985714285714,0.915373765867419
1992,1992-08-04,"Sockeye Salmon","Weir","Bear Lake",15,1921,"",216,1,20,1804.75,1.14285714285714,103.128571428571,0.925631491216823
1992,1992-08-05,"Sockeye Salmon","Weir","Bear Lake",40,1921,"",217,1,27.5,1832.25,1.57142857142857,104.7,0.939735863572253
1992,1992-08-06,"Sockeye Salmon","Weir","Bear Lake",27,1921,"",218,1,33.5,1865.75,1.91428571428571,106.614285714286,0.956917553532504
1992,1992-08-07,"Sockeye Salmon","Weir","Bear Lake",21,1921,"",219,1,24,1889.75,1.37142857142857,107.985714285714,0.969226823951788
1992,1992-08-08,"Sockeye Salmon","Weir","Bear Lake",15,1921,"",220,1,18,1907.75,1.02857142857143,109.014285714286,0.978458776766252
1992,1992-08-09,"Sockeye Salmon","Weir","Bear Lake",4,1921,"",221,1,9.5,1917.25,0.542857142857143,109.557142857143,0.983331196307219
1992,1992-08-10,"Sockeye Salmon","Weir","Bear Lake",5,1921,"",222,1,4.5,1921.75,0.257142857142857,109.814285714286,0.985639184510835
1992,1992-08-11,"Sockeye Salmon","Weir","Bear Lake",2,1921,"",223,1,3.5,1925.25,0.2,110.014285714286,0.98743428644698
1992,1992-08-12,"Sockeye Salmon","Weir","Bear Lake",1,1921,"",224,1,1.5,1926.75,0.0857142857142857,110.1,0.988203615848186
1992,1992-08-13,"Sockeye Salmon","Weir","Bear Lake",1,1921,"",225,1,1,1927.75,0.0571428571428571,110.157142857143,0.988716502115656
1992,1992-08-14,"Sockeye Salmon","Weir","Bear Lake",3,1921,"",226,1,2,1929.75,0.114285714285714,110.271428571429,0.989742274650596
1992,1992-08-15,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",227,1,1.5,1931.25,0.0857142857142857,110.357142857143,0.990511604051801
1992,1992-08-16,"Sockeye Salmon","Weir","Bear Lake",2,1921,"",228,1,1,1932.25,0.0571428571428571,110.414285714286,0.991024490319272
1992,1992-09-02,"Sockeye Salmon","Weir","Bear Lake",0,1921,"",245.5,17.5,17.5,1949.75,1,111.414285714286,1
1992,1992-06-11,"Sockeye Salmon","Weir","Chenik Lake",0,9269,"",162.5,0,0,0,0,0,0
1992,1992-06-29,"Sockeye Salmon","Weir","Chenik Lake",85,9269,"",180,17.5,743.75,743.75,42.5,42.5,0.0735621383710005
1992,1992-06-30,"Sockeye Salmon","Weir","Chenik Lake",266,9269,"",181,1,175.5,919.25,10.0285714285714,52.5285714285714,0.0909203303496365
1992,1992-07-01,"Sockeye Salmon","Weir","Chenik Lake",768,9269,"",182,1,517,1436.25,29.5428571428571,82.0714285714286,0.142055289055932
1992,1992-07-02,"Sockeye Salmon","Weir","Chenik Lake",927,9269,"",183,1,847.5,2283.75,48.4285714285714,130.5,0.225879036645072
1992,1992-07-03,"Sockeye Salmon","Weir","Chenik Lake",1019,9269,"",184,1,973,3256.75,55.6,186.1,0.322115622372781
1992,1992-07-04,"Sockeye Salmon","Weir","Chenik Lake",761,9269,"",185,1,890,4146.75,50.8571428571429,236.957142857143,0.410142920725978
1992,1992-07-05,"Sockeye Salmon","Weir","Chenik Lake",489,9269,"",186,1,625,4771.75,35.7142857142857,272.671428571429,0.471959843726819
1992,1992-07-06,"Sockeye Salmon","Weir","Chenik Lake",649,9269,"",187,1,569,5340.75,32.5142857142857,305.185714285714,0.528237970426784
1992,1992-07-07,"Sockeye Salmon","Weir","Chenik Lake",120,9269,"",188,1,384.5,5725.25,21.9714285714286,327.157142857143,0.566267741456901
1992,1992-07-08,"Sockeye Salmon","Weir","Chenik Lake",119,9269,"",189,1,119.5,5844.75,6.82857142857143,333.985714285714,0.578087137134662
1992,1992-07-09,"Sockeye Salmon","Weir","Chenik Lake",200,9269,"",190,1,159.5,6004.25,9.11428571428571,343.1,0.593862815884477
1992,1992-07-10,"Sockeye Salmon","Weir","Chenik Lake",294,9269,"",191,1,247,6251.25,14.1142857142857,357.214285714286,0.618292863854409
1992,1992-07-11,"Sockeye Salmon","Weir","Chenik Lake",829,9269,"",192,1,561.5,6812.75,32.0857142857143,389.3,0.673829187478364
1992,1992-07-12,"Sockeye Salmon","Weir","Chenik Lake",814,9269,"",193,1,821.5,7634.25,46.9428571428571,436.242857142857,0.755081351070669
